m N exactPrice exactError eulerPrice eulerError
400 1000000 0.38264141144558666552 2.3291726492212658716e-05 0.38264215637108950352 2.3266206821639798052e-05
400 100000 0.38270295279114491249 7.3592190207666805988e-05 0.3825794901380236146 7.3657560057625184424e-05
400 10000 0.38258523956305690028 0.00023568011083006199934 0.38259273881309485699 0.00023183082995563073208
400 1000 0.38274672341386090091 0.00075194293670178494887 0.38262923516327324025 0.00074855935924977520541
4 100000000 0.38916894215986208572 2.1754410955328681463e-05 0.39033825772246083519 2.1746632849233081785e-05
4 10000000 0.38925400265340232009 6.8789614538394315362e-05 0.3902646715814535594 6.8763657871924354823e-05
4 1000000 0.38912008604573261605 0.00021757407721590261811 0.39028261978654610331 0.00021744112988715985938
4 100000 0.38885711234445735629 0.00068820148075329225755 0.38995550249994687109 0.00068801959713076670834
4 10000 0.39034596345188721234 0.0021810728246938961179 0.39100589745518649076 0.0021783495268796475471
4 1000 0.38671132693368653888 0.006928371819747612681 0.38946105194743524391 0.0068669729862021995984
50 100000000 0.38257571251580468896 6.5807294548264329577e-06 0.38267999948658587561 6.5804874534922600237e-06
50 10000000 0.38255522656450297037 2.0807761984955139994e-05 0.38268893919257063185 2.0810444420536069825e-05
50 1000000 0.38260255783114482941 6.5874426714099981219e-05 0.38265213287339305825 6.5777433266679549923e-05
50 100000 0.38252294579273671271 0.00020822595916039632336 0.38244615347235211278 0.00020865543193900610154
50 10000 0.38236176191192899898 0.00065003037133061123375 0.38194580350984969064 0.00066642744572006158872
50 1000 0.37902209589523638833 0.0020373232879800843957 0.38002199590023666431 0.0021113750803424475092
5 100000000 0.3863425678114336681 1.9825050455642770624e-05 0.38732045301802242587 1.9816656217427661255e-05
5 10000000 0.38642152591523953875 6.2666495863971275284e-05 0.38727747031652165477 6.2665890566097087635e-05
5 1000000 0.38633206486178889305 0.00019826182145167177136 0.38711728633571546032 0.00019809604355113427892
5 100000 0.38595940212991719509 0.0006272166706498351384 0.38690830723466534957 0.00062756706091814280779
5 10000 0.38687131093449045327 0.001983829124618021085 0.38785121293938951137 0.0019854083564567214827
5 1000 0.38616138193094073916 0.0062659162836201862112 0.38426157192144061447 0.0062558518269550094509
